[16:09:39] [main/INFO]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 39.0.64, --fml.mcVersion, 1.18.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20211210.034407, nogui]
[16:11:11] [main/WARN]: Incorrect key decorative_grave was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:11] [main/WARN]: Incorrect key decorative_grave.can_replace_grave_plate was corrected from null to its default, true. 
[16:11:11] [main/WARN]: Incorrect key decorative_grave.lost_tablet_search_outside_world was corrected from null to its default, true. 
[16:11:11] [main/WARN]: Incorrect key decorative_grave.lost_tablet_modded_structure was corrected from null to its default, true. 
[16:11:11] [main/WARN]: Incorrect key decorative_grave.allow_grave_gardian was corrected from null to its default, true. 
[16:11:11] [main/WARN]: Incorrect key decorative_grave.time_soul was corrected from null to its default, 30. 
[16:11:11] [main/WARN]: Incorrect key decorative_grave.chance_soul was corrected from null to its default, 100. 
[16:11:11] [main/WARN]: Incorrect key decorative_grave.chance_pray_reward was corrected from null to its default, 40. 
[16:11:11] [main/WARN]: Incorrect key decorative_grave.duration_voodoo_poppet_effects was corrected from null to its default, 60. 
[16:11:11] [main/WARN]: Incorrect key decorative_grave.lost_tablet_denied_structures was corrected from null to its default, []. 
[16:11:11] [main/WARN]: Incorrect key decorative_grave.can_recycle_damaged_item was corrected from null to its default, true. 
[16:11:11] [main/WARN]: Incorrect key decorative_grave.denied_item_to_recycle was corrected from null to its default, []. 
[16:11:11] [main/WARN]: Incorrect key enchantments was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:11] [main/WARN]: Incorrect key enchantments.nerf_shadow_step_open_chest was corrected from null to its default, true. 
[16:11:11] [main/WARN]: Incorrect key enchantments.nerf_plague_bringer was corrected from null to its default, true. 
[16:11:11] [main/WARN]: Incorrect key enchantments.max_duration_magic_siphon was corrected from null to its default, 60. 
[16:11:11] [main/WARN]: Incorrect key enchantments.duration_plague_bringer was corrected from null to its default, 10. 
[16:11:11] [main/WARN]: Incorrect key enchantments.magic_siphon_on_player_rule was corrected from null to its default, ALLOW. 
[16:11:11] [main/WARN]: Incorrect key recovery was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:11] [main/WARN]: Incorrect key recovery.recovery_player_enable was corrected from null to its default, true. 
[16:11:11] [main/WARN]: Incorrect key recovery.recovery_familiar_enable was corrected from null to its default, true. 
[16:11:11] [main/WARN]: Incorrect key recovery.backup_on_death was corrected from null to its default, true. 
[16:11:11] [main/WARN]: Incorrect key recovery.recovery_player_timer was corrected from null to its default, 19. 
[16:11:11] [main/WARN]: Incorrect key recovery.recovery_player_max_saves was corrected from null to its default, 15. 
[16:11:11] [main/WARN]: Incorrect key loot was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:11] [main/WARN]: Incorrect key loot.chance_voodoo_poppet_on_boss was corrected from null to its default, 100. 
[16:11:11] [main/WARN]: Incorrect key loot.chance_random_scroll_on_boss was corrected from null to its default, 100. 
[16:11:11] [main/WARN]: Incorrect key loot.chance_familiar_receptacle_on_boss was corrected from null to its default, 100. 
[16:11:11] [main/WARN]: Incorrect key loot.chance_soul_receptacle_on_boss was corrected from null to its default, 50. 
[16:11:11] [main/WARN]: Incorrect key loot.chance_grave_dust was corrected from null to its default, 100. 
[16:11:11] [main/WARN]: Incorrect key loot.undead_boss_life_for_drop was corrected from null to its default, 200. 
[16:11:11] [main/WARN]: Incorrect key loot.unhandled_tameable_entities was corrected from null to its default, []. 
[16:11:11] [main/WARN]: Incorrect key compatibility was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:11] [main/WARN]: Incorrect key compatibility.curio_auto_equip was corrected from null to its default, true. 
[16:11:11] [main/WARN]: Incorrect key compatibility.curio_bundle_support was corrected from null to its default, true. 
[16:11:11] [main/WARN]: Incorrect key compatibility.keep_cosmetic_armor was corrected from null to its default, true. 
[16:11:11] [main/WARN]: Incorrect key compatibility.preserve_effects_on_return_end_conquered was corrected from null to its default, true. 
[16:11:11] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\naturesaura-common.toml is not correct. Correcting
[16:11:11] [main/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:11] [main/WARN]: Incorrect key general.additionalBotanistPickaxeConversions was corrected from null to its default, []. 
[16:11:11] [main/WARN]: Incorrect key general.auraTypeOverrides was corrected from null to its default, []. 
[16:11:11] [main/WARN]: Incorrect key general.additionalOres was corrected from null to its default, []. 
[16:11:11] [main/WARN]: Incorrect key general.oreExceptions was corrected from null to its default, []. 
[16:11:11] [main/WARN]: Incorrect key general.additionalProjectiles was corrected from null to its default, []. 
[16:11:11] [main/WARN]: Incorrect key general.fieldCreatorRange was corrected from null to its default, 24. 
[16:11:11] [main/WARN]: Incorrect key general.auraToRFRatio was corrected from null to its default, 0.05. 
[16:11:11] [main/WARN]: Incorrect key general.maxAnimalsAroundPowder was corrected from null to its default, 200. 
[16:11:11] [main/WARN]: Incorrect key features was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:11] [main/WARN]: Incorrect key features.rfConverter was corrected from null to its default, true. 
[16:11:11] [main/WARN]: Incorrect key features.chunkLoader was corrected from null to its default, true. 
[16:11:11] [main/WARN]: Incorrect key features.grassDieEffect was corrected from null to its default, true. 
[16:11:11] [main/WARN]: Incorrect key features.netherDecayEffect was corrected from null to its default, true. 
[16:11:11] [main/WARN]: Incorrect key features.plantBoostEffect was corrected from null to its default, true. 
[16:11:11] [main/WARN]: Incorrect key features.cacheRechargeEffect was corrected from null to its default, true. 
[16:11:11] [main/WARN]: Incorrect key features.explosionEffect was corrected from null to its default, true. 
[16:11:11] [main/WARN]: Incorrect key features.breathlessEffect was corrected from null to its default, true. 
[16:11:11] [main/WARN]: Incorrect key features.angerEffect was corrected from null to its default, true. 
[16:11:11] [main/WARN]: Incorrect key features.animalEffect was corrected from null to its default, true. 
[16:11:11] [main/WARN]: Incorrect key features.oreEffect was corrected from null to its default, true. 
[16:11:11] [main/WARN]: Incorrect key features.auraBlooms was corrected from null to its default, true. 
[16:11:11] [main/WARN]: Incorrect key features.netherGrassEffect was corrected from null to its default, true. 
[16:11:11] [main/WARN]: Incorrect key client was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:11] [main/WARN]: Incorrect key client.particleAmount was corrected from null to its default, 1.0. 
[16:11:11] [main/WARN]: Incorrect key client.respectVanillaParticleSettings was corrected from null to its default, false. 
[16:11:11] [main/WARN]: Incorrect key client.excessParticleAmount was corrected from null to its default, 1.0. 
[16:11:11] [main/WARN]: Incorrect key client.auraBarLocation was corrected from null to its default, 0. 
[16:11:11] [main/WARN]: Incorrect key client.cacheBarLocation was corrected from null to its default, 0. 
[16:11:11] [main/WARN]: Incorrect key client.debugText was corrected from null to its default, true. 
[16:11:11] [main/WARN]: Incorrect key client.debugLevel was corrected from null to its default, false. 
[16:11:11] [main/WARN]: Incorrect key client.renderItemsOnPlayer was corrected from null to its default, true. 
[16:11:11] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\cfm-common.toml is not correct. Correcting
[16:11:11] [main/WARN]: Incorrect key mail was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:11] [main/WARN]: Incorrect key mail.maxMailQueue was corrected from null to its default, 20. 
[16:11:11] [main/WARN]: Incorrect key mail.pullMailInterval was corrected from null to its default, 20. 
[16:11:11] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\toms_storage-common.toml is not correct. Correcting
[16:11:11] [main/WARN]: Incorrect key inventoryConnectorRange was corrected from null to its default, 16. 
[16:11:11] [main/WARN]: Incorrect key onlyTrimsConnect was corrected from null to its default, false. 
[16:11:11] [main/WARN]: Incorrect key invCableConnectorMaxScanSize was corrected from null to its default, 2048. 
[16:11:12] [main/WARN]: Incorrect key wirelessReach was corrected from null to its default, 16. 
[16:11:12] [main/WARN]: Incorrect key multiblockInv was corrected from null to its default, []. 
[16:11:12] [main/WARN]: Incorrect key advWirelessRange was corrected from null to its default, 64. 
[16:11:12] [main/INFO]: Loaded Tom's Simple Storage config file toms_storage-common.toml
[16:11:12] [Thread-0/INFO]: Tom's Simple Storage config just got changed on the file system!
[16:11:12] [Thread-0/INFO]: Tom's Simple Storage config just got changed on the file system!
[16:11:12] [Thread-0/INFO]: Tom's Simple Storage config just got changed on the file system!
[16:11:12] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\treeharvester-common.toml is not correct. Correcting
[16:11:12] [main/WARN]: Incorrect key General was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key General.replaceSaplingIfBottomLogIsBroken was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key General.mustHoldAxeForTreeHarvest was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key General.treeHarvestWithoutSneak was corrected from null to its default, false. 
[16:11:12] [main/WARN]: Incorrect key General.instantBreakLeavesAround was corrected from null to its default, false. 
[16:11:12] [main/WARN]: Incorrect key General.enableFastLeafDecay was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key General.enableNetherTrees was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key General.automaticallyFindBottomBlock was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key General.loseDurabilityPerHarvestedLog was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key General.loseDurabilityModifier was corrected from null to its default, 1.0. 
[16:11:12] [main/WARN]: Incorrect key General.increaseExhaustionPerHarvestedLog was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key General.increaseExhaustionModifier was corrected from null to its default, 1.0. 
[16:11:12] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\naturescompass-common.toml is not correct. Correcting
[16:11:12] [main/WARN]: Incorrect key General was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key General.allowTeleport was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key General.displayCoordinates was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key General.radiusModifier was corrected from null to its default, 2500. 
[16:11:12] [main/WARN]: Incorrect key General.sampleSpaceModifier was corrected from null to its default, 16. 
[16:11:12] [main/WARN]: Incorrect key General.biomeBlacklist was corrected from null to its default, []. 
[16:11:12] [main/WARN]: Incorrect key General.maxSamples was corrected from null to its default, 50000. 
[16:11:12] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\compactmachines-common.toml is not correct. Correcting
[16:11:12] [main/WARN]: Incorrect key recipes was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key recipes.vanillaRecipes was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\farmingforblockheads-common.toml is not correct. Correcting
[16:11:12] [main/WARN]: Incorrect key merchantNames was corrected from null to its default, [Swap-O-Matic, Emerald Muncher, Weathered Salesperson]. 
[16:11:12] [main/WARN]: Incorrect key feedingTroughRange was corrected from null to its default, 8. 
[16:11:12] [main/WARN]: Incorrect key feedingTroughMaxAnimals was corrected from null to its default, 8. 
[16:11:12] [main/WARN]: Incorrect key chickenNestRange was corrected from null to its default, 8. 
[16:11:12] [main/WARN]: Incorrect key fertilizerBonusCropChance was corrected from null to its default, 1.0. 
[16:11:12] [main/WARN]: Incorrect key fertilizerBonusGrowthChance was corrected from null to its default, 1.0. 
[16:11:12] [main/WARN]: Incorrect key fertilizerRegressionChance was corrected from null to its default, 0.0. 
[16:11:12] [main/WARN]: Incorrect key showRegistryWarnings was corrected from null to its default, false. 
[16:11:12] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\extradisks-common.toml is not correct. Correcting
[16:11:12] [main/WARN]: Incorrect key storageblocks was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key storageblocks.item was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key storageblocks.item.256k was corrected from null to its default, 12. 
[16:11:12] [main/WARN]: Incorrect key storageblocks.item.1024k was corrected from null to its default, 14. 
[16:11:12] [main/WARN]: Incorrect key storageblocks.item.4096k was corrected from null to its default, 16. 
[16:11:12] [main/WARN]: Incorrect key storageblocks.item.16384k was corrected from null to its default, 18. 
[16:11:12] [main/WARN]: Incorrect key storageblocks.item.65536k was corrected from null to its default, 20. 
[16:11:12] [main/WARN]: Incorrect key storageblocks.item.262144k was corrected from null to its default, 22. 
[16:11:12] [main/WARN]: Incorrect key storageblocks.item.1048576k was corrected from null to its default, 24. 
[16:11:12] [main/WARN]: Incorrect key storageblocks.item.infinite was corrected from null to its default, 26. 
[16:11:12] [main/WARN]: Incorrect key storageblocks.fluid was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key storageblocks.fluid.16384k was corrected from null to its default, 12. 
[16:11:12] [main/WARN]: Incorrect key storageblocks.fluid.65536k was corrected from null to its default, 14. 
[16:11:12] [main/WARN]: Incorrect key storageblocks.fluid.262144k was corrected from null to its default, 16. 
[16:11:12] [main/WARN]: Incorrect key storageblocks.fluid.1048576k was corrected from null to its default, 18. 
[16:11:12] [main/WARN]: Incorrect key storageblocks.fluid.infinite was corrected from null to its default, 20. 
[16:11:12] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\integratedcrafting-common.toml is not correct. Correcting
[16:11:12] [main/WARN]: Incorrect key machine was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key machine.general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key machine.general.validateRecipesCraftingInterface was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key machine.general.maxPendingCraftingJobs was corrected from null to its default, 256. 
[16:11:12] [main/WARN]: Incorrect key machine.general.logRecipeValidationFailures was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key machine.general.minCraftingInterfaceUpdateFreq was corrected from null to its default, 5. 
[16:11:12] [main/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key general.general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key general.general.interfaceCraftingBaseConsumption was corrected from null to its default, 5. 
[16:11:12] [main/WARN]: Incorrect key general.general.craftingWriterBaseConsumption was corrected from null to its default, 1. 
[16:11:12] [main/WARN]: Incorrect key core was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key core.general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key core.general.analytics was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key core.general.versionChecker was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\when-dungeons-arise-common.toml is not correct. Correcting
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Campsite Structures was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Campsite Structures.Illager Campsite Spawning Settings was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Campsite Structures.Illager Campsite Spawning Settings.illagerCampsiteGenerates was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Campsite Structures.Illager Campsite Spawning Settings.illagerCampsiteSpacing was corrected from null to its default, 60. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Campsite Structures.Illager Campsite Spawning Settings.illagerCampsiteSeparation was corrected from null to its default, 30. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Campsite Structures.Illager Campsite Spawning Settings.illagerCampsiteSize was corrected from null to its default, 10. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Campsite Structures.Illager Campsite Spawning Settings.illagerCampsiteTransformsTerrain was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Campsite Structures.Illager Campsite Spawning Settings.illagerCampsiteSpawnpointSeparation was corrected from null to its default, 100. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Campsite Structures.Illager Campsite Spawning Settings.illagerCampsiteMapTrades was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Campsite Structures.Merchant Campsite Spawning Settings was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Campsite Structures.Merchant Campsite Spawning Settings.merchantCampsiteGenerates was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Campsite Structures.Merchant Campsite Spawning Settings.merchantCampsiteSpacing was corrected from null to its default, 60. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Campsite Structures.Merchant Campsite Spawning Settings.merchantCampsiteSeparation was corrected from null to its default, 10. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Campsite Structures.Merchant Campsite Spawning Settings.merchantCampsiteSize was corrected from null to its default, 10. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Campsite Structures.Merchant Campsite Spawning Settings.merchantCampsiteTransformsTerrain was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Campsite Structures.Merchant Campsite Spawning Settings.merchantCampsiteSpawnpointSeparation was corrected from null to its default, 1. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Campsite Structures.Merchant Campsite Spawning Settings.merchantCampsiteMapTrades was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Illager Fort Spawning Settings was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Illager Fort Spawning Settings.illagerFortGenerates was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Illager Fort Spawning Settings.illagerFortSpacing was corrected from null to its default, 160. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Illager Fort Spawning Settings.illagerFortSeparation was corrected from null to its default, 60. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Illager Fort Spawning Settings.illagerFortSize was corrected from null to its default, 10. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Illager Fort Spawning Settings.illagerFortTransformsTerrain was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Illager Fort Spawning Settings.illagerFortSpawnpointSeparation was corrected from null to its default, 500. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Illager Fort Spawning Settings.illagerFortMapTrades was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Abandoned Temple Spawning Settings was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Abandoned Temple Spawning Settings.abandonedTempleGenerates was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Abandoned Temple Spawning Settings.abandonedTempleSpacing was corrected from null to its default, 30. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Abandoned Temple Spawning Settings.abandonedTempleSeparation was corrected from null to its default, 20. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Abandoned Temple Spawning Settings.abandonedTempleSize was corrected from null to its default, 30. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Abandoned Temple Spawning Settings.abandonedTempleTransformsTerrain was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Abandoned Temple Spawning Settings.abandonedTempleSpawnpointSeparation was corrected from null to its default, 1. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Abandoned Temple Spawning Settings.abandonedTempleMapTrades was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Thornborn Towers Spawning Settings was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Thornborn Towers Spawning Settings.thornbornTowersGenerates was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Thornborn Towers Spawning Settings.thornbornTowersSpacing was corrected from null to its default, 80. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Thornborn Towers Spawning Settings.thornbornTowersSeparation was corrected from null to its default, 70. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Thornborn Towers Spawning Settings.thornbornTowersSize was corrected from null to its default, 80. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Thornborn Towers Spawning Settings.thornbornTowersTransformsTerrain was corrected from null to its default, false. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Thornborn Towers Spawning Settings.thornbornTowersSpawnpointSeparation was corrected from null to its default, 100. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Thornborn Towers Spawning Settings.thornbornTowersMapTrades was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Monastery Spawning Settings was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Monastery Spawning Settings.monasteryGenerates was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Monastery Spawning Settings.monasterySpacing was corrected from null to its default, 150. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Monastery Spawning Settings.monasterySeparation was corrected from null to its default, 90. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Monastery Spawning Settings.monasterySize was corrected from null to its default, 8. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Monastery Spawning Settings.monasteryTransformsTerrain was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Monastery Spawning Settings.monasterySpawnpointSeparation was corrected from null to its default, 30. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fortified Structures.Monastery Spawning Settings.monasteryMapTrades was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Enigmatic Structures was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Enigmatic Structures.Lighthouse Spawning Settings was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Enigmatic Structures.Lighthouse Spawning Settings.lighthouseGenerates was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Enigmatic Structures.Lighthouse Spawning Settings.lighthouseSpacing was corrected from null to its default, 100. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Enigmatic Structures.Lighthouse Spawning Settings.lighthouseSeparation was corrected from null to its default, 90. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Enigmatic Structures.Lighthouse Spawning Settings.lighthouseSize was corrected from null to its default, 10. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Enigmatic Structures.Lighthouse Spawning Settings.lighthouseTransformsTerrain was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Enigmatic Structures.Lighthouse Spawning Settings.lighthouseSpawnpointSeparation was corrected from null to its default, 1. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Enigmatic Structures.Lighthouse Spawning Settings.lighthouseMapTrades was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Enigmatic Structures.Small Blimp Spawning Settings was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Enigmatic Structures.Small Blimp Spawning Settings.smallBlimpGenerates was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Enigmatic Structures.Small Blimp Spawning Settings.smallBlimpSpacing was corrected from null to its default, 80. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Enigmatic Structures.Small Blimp Spawning Settings.smallBlimpSeparation was corrected from null to its default, 60. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Enigmatic Structures.Small Blimp Spawning Settings.smallBlimpSize was corrected from null to its default, 100. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Enigmatic Structures.Small Blimp Spawning Settings.smallBlimpTransformsTerrain was corrected from null to its default, false. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Enigmatic Structures.Small Blimp Spawning Settings.smallBlimpSpawnpointSeparation was corrected from null to its default, 1. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Enigmatic Structures.Small Blimp Spawning Settings.smallBlimpMapTrades was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fungi Structures was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fungi Structures.Mushroom Village Spawning Settings was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fungi Structures.Mushroom Village Spawning Settings.mushroomVillageGenerates was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fungi Structures.Mushroom Village Spawning Settings.mushroomVillageSpacing was corrected from null to its default, 60. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fungi Structures.Mushroom Village Spawning Settings.mushroomVillageSeparation was corrected from null to its default, 20. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fungi Structures.Mushroom Village Spawning Settings.mushroomVillageSize was corrected from null to its default, 6. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fungi Structures.Mushroom Village Spawning Settings.mushroomVillageTransformsTerrain was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fungi Structures.Mushroom Village Spawning Settings.mushroomVillageSpawnpointSeparation was corrected from null to its default, 10. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fungi Structures.Mushroom Village Spawning Settings.mushroomVillageMapTrades was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key When Configurations Arise.Fungi Structures.Mushroom Mines Spawning Settings was corrected from null to its default, SimpleCommentedConfig:{}. 
